rank,finalWorth,name,source,industries,citizenship,gender,lastname,estWorthPrev
2171,1481.188,Reinfried Pohl Jr,mutual funds,Finance & Investments,Germany,M,Pohl,1481.188082
2171,1481.188,Andreas Pohl,mutual funds,Finance & Investments,Germany,M,Pohl,1481.188082
2679,1041.269,Hakan Koc,online car sales,Automotive,Germany,M,Koc,1041.269226
459,6299.613,Guenther Fielmann & family,optometry,Healthcare,Germany,M,Fielmann,6299.612935
1438,2354.133,Torsten Toeller,pet food,Fashion & Retail,Germany,M,Toeller,2354.133463
854,3737.16,Wilhelm Beier & family,pharmaceuticals,Healthcare,Germany,M,Beier,3737.160107
236,10205.383,Wolfgang Marguerre & family,pharmaceuticals,Healthcare,Germany,M,Marguerre,10205.38331
374,7481.538,Ludwig Merckle,pharmaceuticals,Finance & Investments,Germany,M,Merckle,7481.538307
99,19089.287,Andreas Struengmann & family,pharmaceuticals,Healthcare,Germany,M,Struengmann,19089.28705
99,19089.287,Thomas Struengmann & family,pharmaceuticals,Healthcare,Germany,M,Struengmann,19089.28705
750,4160,Traudl Engelhorn & family,"pharmaceuticals, medical equipment",Healthcare,Germany,F,Engelhorn,4160
416,6800,Erich Wesjohann & family,poultry genetics,Food & Beverage,Germany,M,Wesjohann,6800
788,4002.664,Hans Georg Naeder,prosthetics,Manufacturing,Germany,M,Naeder,4002.664406
818,3855.626,Hubert Burda,publishing,Media & Entertainment,Germany,M,Burda,3796.070002
1486,2279.648,Christiane Schoeller,publishing,Media & Entertainment,Germany,F,Schoeller,2279.647571
1055,3092.818,Friede Springer,publishing,Media & Entertainment,Germany,F,Springer,3092.818215
1124,2948.42,Stefan von Holtzbrinck,publishing,Media & Entertainment,Germany,M,von Holtzbrinck,2948.419522
2310,1354.837,Wolfgang Egger,real estate,Real Estate,Germany,M,Egger,1354.836623
177,12651.558,Alexander Otto,real estate,Real Estate,Germany,M,Otto,12611.40761
704,4427.817,Katharina Otto-Bernstein,real estate,Real Estate,Germany,F,Otto-Bernstein,4417.007938
506,5776.272,Alexandra Schoerghuber,real estate ,Real Estate,Germany,F,Schoerghuber,5776.272195
2629,1083.565,Thomas Bruch,retail,Fashion & Retail,Germany,M,Bruch,1083.56546
1088,3007.803,Christian Haub,retail,Fashion & Retail,Germany,M,Haub,3007.803151
1227,2739.311,Georg Haub,retail,Fashion & Retail,Germany,M,Haub,2739.310876
1123,2949.655,Benjamin Otto,retail,Fashion & Retail,Germany,M,Otto,2949.654838
41,34493.997,Dieter Schwarz,retail,Fashion & Retail,Germany,M,Schwarz,34493.99661
778,4050.867,Maren Otto,"retail, real estate",Diversified,Germany,F,Otto,4050.867108
282,9095.676,Michael Otto,"retail, real estate",Fashion & Retail,Germany,M,Otto,9095.676396
1344,2534.141,Hans-Werner Hector,SAP,Technology,Germany,M,Hector,2534.140729
1412,2401.962,Sebastian Glaser,sensor technology,Technology,Germany,M,Glaser,2401.961971
1376,2463.728,Renate Sick-Glaser,sensor technology,Technology,Germany,F,Sick-Glaser,2463.727746
35,36743.157,Klaus-Michael Kuehne,shipping,Logistics,Germany,M,Kuehne,36743.15738
1900,1750.03,Christian Birkenstock,shoes,Fashion & Retail,Germany,M,Birkenstock,1750.030277
1900,1750.03,Alex Birkenstock,shoes,Fashion & Retail,Germany,M,Birkenstock,1750.030277
206,11321.594,Dietmar Hopp & family,software,Technology,Germany,M,Hopp,11321.59367
653,4702.277,Georg Nemetschek & family,software,Technology,Germany,M,Nemetschek,4702.277293
279,9129.659,Hasso Plattner & family,software,Technology,Germany,M,Plattner,9129.65912
690,4508.017,Udo & Harald Tschira,software,Technology,Germany,M,Tschira,4508.016931
32,41947.754,Beate Heister & Karl Albrecht Jr.,supermarkets,Fashion & Retail,Germany,,Albrecht Jr.,41947.75416
2137,1508.159,Oliver Samwer,tech investments,Technology,Germany,M,Samwer,1508.158629
2372,1302.81,Marc Samwer,tech investments,Technology,Germany,M,Samwer,1302.810319
2372,1302.81,Alexander Samwer,tech investments,Technology,Germany,M,Samwer,1302.810319
958,3431.806,Klaus-Peter Schulenberg,ticketing service,Service,Germany,M,Schulenberg,3431.806226
2658,1058.142,Christian Bertermann,used car sales,Automotive,Germany,M,Bertermann,1058.142182
412,6848.34,Aloys Wobben,wind turbines,Energy,Germany,M,Wobben,6848.33959
1197,2800,Philip Niarchos,art collection,Diversified,Greece,M,Niarchos,2800
313,8405.477,Vicky Safra,banking,Finance & Investments,Greece,F,Safra,8405.477455
1307,2589.119,Aristotelis Mistakidis,"mining, commodities",Metals & Mining,Greece,M,Mistakidis,2589.118539
2071,1567.653,Vardis Vardinoyannis & family,oil and gas,Energy,Greece,M,Vardinoyannis & family,1567.652658
1223,2748.077,Stephen Lansdown,financial services,Finance & Investments,Guernsey,M,Lansdown,2748.07714
640,4783.772,Cho Tak Wong,auto parts,Manufacturing,Hong Kong,M,Cho,4783.77169
689,4517.923,Wu Jianshu,auto parts,Automotive,Hong Kong,M,Wu,4517.92277
327,8207.394,Li Ping,batteries,Automotive,Hong Kong,M,Li,8207.393872
33,40605.304,Robin Zeng,batteries,Energy,Hong Kong,M,Zeng,40605.30411
450,6393.191,Huang Yi,car dealerships,Automotive,Hong Kong,M,Huang,6393.190937
730,4229.4,Pansy Ho,casinos,Gambling & Casinos,Hong Kong,F,Ho,4229.399998
1645,2041.603,Lawrence Ho,casinos,Gambling & Casinos,Hong Kong,M,Ho,2041.602744
1006,3255.693,Angela Leong,casinos,Real Estate,Hong Kong,F,Leong,3255.692576
116,16864.369,Lui Che Woo & family,casinos/hotels,Gambling & Casinos,Hong Kong,M,Lui,16864.36948
483,6026.114,Li Jianquan & family,consumer products,Healthcare,Hong Kong,M,Li,6026.114248
2584,1126.307,Henry Cheng,diversified,Diversified,Hong Kong,M,Cheng,1126.307278
39,35577.283,Li Ka-shing,diversified,Diversified,Hong Kong,M,Li,35577.28328
875,3661.901,Martin Lau,e-commerce,Technology,Hong Kong,M,Lau,3661.90119
2084,1553.994,Huang Zhengcong,electronics,Technology,Hong Kong,M,Huang,1553.994329
2388,1290.447,Allan Wong,electronics,Manufacturing,Hong Kong,M,Wong,1290.44749
1674,2010.494,Wu Kaiting,electronics,Telecom,Hong Kong,M,Wu,2010.49411
259,9605.537,Yeung Kin-man,electronics,Manufacturing,Hong Kong,M,Yeung,9605.53652
964,3412.367,Ronald McAulay,energy ,Energy,Hong Kong,M,McAulay,3412.367247
1513,2239.562,Tang Yiu,fashion retail,Fashion & Retail,Hong Kong,M,Tang,2239.561647
592,5083.966,Chu Lam Yiu,flavorings,Manufacturing,Hong Kong,F,Chu,5083.966151
113,17377.8,Lee Man Tat,food,Food & Beverage,Hong Kong,M,Lee,17377.8
469,6209.017,Wong Man Li,furniture,Manufacturing,Hong Kong,M,Wong,6209.016874
372,7585.924,Michael Kadoorie,"hotels, energy ",Energy,Hong Kong,M,Kadoorie,7585.924334
1777,1881.483,Cheng Antares,liquor,Food & Beverage,Hong Kong,M,Cheng,1881.483475
2603,1112.805,Roy Chi Ping Chung,manufacturing,Manufacturing,Hong Kong,M,Chung,1112.805255
75,23940.601,Xu Hang,medical devices,Healthcare,Hong Kong,M,Xu,23940.60065
674,4600.025,Lv Jianming,medical equipment,Healthcare,Hong Kong,M,Lv,4600.024629
1985,1664.956,Daniel Chiu,oil & gas,Energy,Hong Kong,M,Chiu,1664.956394
698,4466.032,Patrick Lee,paper,Manufacturing,Hong Kong,M,Lee,4466.032323
744,4178.972,Ye Chenghai & family,pharmaceuticals,Healthcare,Hong Kong,M,Ye,4178.9718
338,8058.438,Ruan Xueping,power strip,Manufacturing,Hong Kong,M,Ruan,8058.43775
335,8068.529,Ruan Liping,power strips,Manufacturing,Hong Kong,M,Ruan,8068.529476
2434,1242.173,Zhuo Jun,printed circuit boards,Manufacturing,Hong Kong,F,Zhuo,1242.173112
395,7021.702,Chan Tan Ching-fen,real estate,Real Estate,Hong Kong,F,Chan,7021.702093
2465,1216.81,Vivien Chen,real estate,Real Estate,Hong Kong,F,Chen,1216.809726
427,6644.451,Francis Choi,real estate,Real Estate,Hong Kong,M,Choi,6644.451469
1444,2342.589,Fong Yun Wah,real estate,Real Estate,Hong Kong,M,Fong,2342.588793
1593,2112.544,Huang Shih Tsai,real estate,Real Estate,Hong Kong,M,Huang,2112.543816
255,9690.19,Hui Wing Mau,real estate,Real Estate,Hong Kong,M,Hui,9690.189648
1071,3043.021,Geoffrey Kwok,real estate,Real Estate,Hong Kong,M,Kwok,3043.021411
1287,2634.905,Adam Kwok,real estate,Real Estate,Hong Kong,M,Kwok,2634.904697
1381,2455.75,Jonathan Kwok,Real Estate,Real Estate,Hong Kong,M,Kwok,2455.75042
1492,2272.731,Thomas Kwok,real estate,Real Estate,Hong Kong,M,Kwok,2272.730746
1721,1956.587,Christopher Kwok,real estate,Real Estate,Hong Kong,M,Kwok,1956.58687
1725,1954.7,Edward Kwok,real estate,Real Estate,Hong Kong,M,Kwok,1954.699872
2152,1497.159,Raymond Kwok,real estate,Real Estate,Hong Kong,M,Kwok,1497.159349
142,14973.988,Kwong Siu-hing,real estate,Real Estate,Hong Kong,F,Kwong,14973.98768
159,13552.483,Joseph Lau,real estate,Real Estate,Hong Kong,M,Lau,13552.48263
478,6117.932,Law Kar Po,real estate,Real Estate,Hong Kong,M,Law,6117.93238
44,33865.831,Lee Shau Kee,real estate,Real Estate,Hong Kong,M,Lee,33865.83104
865,3703.631,Samuel Tak Lee,real estate,Real Estate,Hong Kong,M,Lee,3703.630633
723,4293.269,Edwin Leong,real estate,Real Estate,Hong Kong,M,Leong,4293.269
467,6211.104,Li Wa,real estate,Real Estate,Hong Kong,M,Li,6211.103843
1232,2730.285,Li Sze Lim,real estate,Real Estate,Hong Kong,M,Li,2730.285367
1694,1989.073,Lin Dingqiang & family,real estate,Real Estate,Hong Kong,M,Lin,1989.072728
1776,1881.799,Vincent Lo,real estate,Real Estate,Hong Kong,M,Lo,1881.79929
1065,3047.722,Or Wai Sheun,real estate,Real Estate,Hong Kong,M,Or,3047.721852
92,20279.868,Peter Woo,real estate,Real Estate,Hong Kong,M,Woo,20279.86846
1806,1851.781,Gordon Wu,real estate,Real Estate,Hong Kong,M,Wu,1851.780677
2053,1591.499,Yu Peidi,real estate,Real Estate,Hong Kong,M,Yu,1591.498837
1008,3251.25,Rita Tong Liu,real estate ,Real Estate,Hong Kong,F,Tong Liu,3251.249935
1405,2419.185,Michael Ying,retail,Fashion & Retail,Hong Kong,M,Ying,2419.184578
981,3355.121,Tung Chee Chen,shipping,Logistics,Hong Kong,M,Tung,3355.120589
1309,2588.949,Tung Chee Hwa,shipping,Logistics,Hong Kong,M,Tung,2588.948587
1939,1697.813,Huang Dawen,silicon,Manufacturing,Hong Kong,M,Huang,1697.812586
274,9237.985,Lam Wai-ying,smartphone screens,Manufacturing,Hong Kong,F,Lam,9237.985193
158,13616.435,Zhou Qunfei & family,smartphone screens,Technology,Hong Kong,F,Zhou,13616.4351
1572,2145.105,Huang Jiangji,smartphones,Technology,Hong Kong,M,Huang,2145.105278
701,4437.777,Richard Li,telecom,Telecom,Hong Kong,M,Li,4437.77714
134,15318.725,Gong Hongjia & family,video surveillance ,Finance & Investments,Hong Kong,M,Gong,15318.72524
2043,1600.588,Lorinc Meszaros,diversified,Diversified,Hungary,M,Meszaros,1600.588184
2370,1304.568,Sandor Csanyi,"finance, real estate",Diversified,Hungary,M,Csanyi,1304.56798
2632,1079.359,David Helgason,game software,Technology,Iceland,M,Helgason,1079.358773
1543,2193.59,Thor Bjorgolfsson,investments,Diversified,Iceland,M,Bjorgolfsson,2193.59
1132,2927.718,Madhukar Parekh,adhesives,Manufacturing,India,M,Parekh,2927.71788
1678,2007.292,Narendrakumar Parekh,adhesives,Manufacturing,India,M,Parekh,2007.292145
1710,1974.725,Ajay Parekh,adhesives,Manufacturing,India,M,Parekh,1974.724789
1910,1740.837,Sushilkumar Parekh,adhesives,Manufacturing,India,M,Parekh,1740.83708
1439,2353.906,Rajju Shroff,agrochemicals,Manufacturing,India,M,Shroff,2353.90639
1211,2773.444,Salil Singhal,agrochemicals,Manufacturing,India,M,Singhal,2773.443637
2660,1056.091,Achal Bakeri,air coolers,Manufacturing,India,M,Bakeri,1056.091105
566,5351.404,Kapil & Rahul Bhatia,airlines,Service,India,M,Bhatia,5351.403527
1902,1749.666,Anurang Jain,auto parts,Manufacturing,India,M,Jain,1749.666285
1976,1672.856,Nirmal Minda,auto parts,Automotive,India,M,Minda,1672.856018
1278,2644.471,Abhay Firodia,automobiles,Automotive,India,M,Firodia,2644.470892
2630,1082.111,Sanjay Agarwal,banking,Finance & Investments,India,M,Agarwal,1082.110897
140,15034.031,Uday Kotak,banking,Finance & Investments,India,M,Kotak,15034.03076
727,4250.069,Kiran Mazumdar-Shaw,biopharmaceuticals,Healthcare,India,F,Mazumdar-Shaw,4250.069311
2097,1536.034,Radha Vembu,business software,Technology,India,F,Vembu,1536.033983
2577,1131.142,Sekar Vembu,business software,Technology,India,M,Vembu,1131.141775
299,8741.799,Benu Gopal Bangur,cement,Manufacturing,India,M,Bangur,8741.798921
1225,2742.654,Jai Hari & Yadu Hari Dalmia & family,cement,Manufacturing,India,M,Dalmia,2742.65362
2418,1263.64,Kavita Singhania,cement,Manufacturing,India,F,Singhania,1263.639657
1537,2202.693,Arun Bharat Ram,chemicals,Manufacturing,India,M,Bharat Ram,2202.693205
1488,2277.979,Devendra Jain,chemicals,Manufacturing,India,M,Jain,2277.97947
2135,1510.831,Deepak Mehta,chemicals,Manufacturing,India,M,Mehta,1510.831092
1816,1837.468,Vinod Saraf,chemicals,Manufacturing,India,M,Saraf,1837.467679
155,13716.052,Kumar Birla,commodities,Diversified,India,M,Birla,13716.05175
2196,1456.886,Harindarpal Banga,commodities ,Finance & Investments,India,M,Banga,1456.886
1353,2513.972,Ravi Pillai,construction,Construction & Engineering,India,M,Pillai,2513.971546
2493,1197.296,Radhe Shyam Agarwal,consumer goods,Fashion & Retail,India,M,Agarwal,1197.296148
1449,2340.61,Acharya Balkrishna,consumer goods,Food & Beverage,India,M,Balkrishna,2340.609596
1090,3006.522,Vivek Chand Burman,consumer goods,Food & Beverage,India,M,Burman,3006.522273
1360,2501.479,Anand Burman,consumer goods,Food & Beverage,India,M,Burman,2501.478761
1897,1752.024,Amit Burman,consumer goods,Food & Beverage,India,M,Burman,1752.023777
2317,1351.802,Pradip Burman,consumer goods,Food & Beverage,India,M,Burman,1351.802396
1288,2632.362,Smita Crishna-Godrej,consumer goods,Diversified,India,F,Crishna-Godrej,2632.361625
1282,2641.449,Adi Godrej,consumer goods,Diversified,India,M,Godrej,2641.44864
1282,2641.449,Jamshyd Godrej,consumer goods,Diversified,India,M,Godrej,2641.44864
1282,2641.449,Nadir Godrej,consumer goods,Diversified,India,M,Godrej,2641.44864
2493,1197.296,Radhe Shyam Goenka,consumer goods,Fashion & Retail,India,M,Goenka,1197.296148
1063,3059.048,Harsh Mariwala,consumer goods,Food & Beverage,India,M,Mariwala,3059.047669
1345,2530.726,Kishore Mariwala,consumer goods,Food & Beverage,India,M,Mariwala,2530.726291
1276,2646.617,Rishad Naoroji,consumer goods,Diversified,India,M,Naoroji,2646.617071
782,4037.605,Karsanbhai Patel,consumer goods,Diversified,India,M,Patel,4037.604764
820,3840.133,Nusli Wadia,consumer goods,Food & Beverage,India,M,Wadia,3840.132829
1662,2022.027,R.G. Chandramogan,dairy,Food & Beverage,India,M,Chandramogan,2022.027116
12,85781.919,Mukesh Ambani,diversified,Diversified,India,M,Ambani,85781.91869
357,7761.911,Bajaj brothers,diversified,Diversified,India,M,Bajaj,7761.911243
402,6972.875,Rahul Bajaj,diversified,Diversified,India,M,Bajaj,6972.875267
886,3617.734,Shyam & Hari Bhartia,diversified,Diversified,India,M,Bhartia,3617.734087
1501,2258.571,Sanjiv Goenka,diversified,Diversified,India,M,Goenka,2258.570526
1532,2216.569,Harsh Goenka,diversified,Diversified,India,M,Goenka,2216.568558
1781,1878.758,Anand Mahindra,diversified,Diversified,India,M,Mahindra,1878.758001
1236,2720.896,Rajan Raheja & family,diversified,Diversified,India,M,Raheja,2720.895967
1696,1988.438,Shashi & Ravi Ruia,diversified,Diversified,India,M,Ruia,1988.438222
2405,1271.646,Ranjan Pai,education,Service,India,M,Pai,1271.646439
2228,1433.2,Sunny Varkey,education,Service,India,M,Varkey,1433.2
1352,2520.196,Byju Raveendran and Divya Gokulnath,education technology,Technology,India,,Byju Raveendran,2520.196028
2644,1072.154,Kochouseph Chittilappilly,electrical appliances,Manufacturing,India,M,Chittilappilly,1072.153656
1928,1709.184,Surjit Kumar Gupta,electrical equipment,Manufacturing,India,M,Gupta,1709.183674
883,3635.439,Vinod & Anil Rai Gupta,electrical equipment,Manufacturing,India,,Gupta,3635.438736
2551,1149.085,Sunil Vachani,electronics,Manufacturing,India,M,Vachani,1149.085407
2092,1546.024,Anu Aga,engineering,Construction & Engineering,India,F,Aga,1546.024322
1177,2843.641,Baba Kalyani,engineering,Construction & Engineering,India,M,Kalyani,2843.641408
2038,1603.861,Bhadresh Shah,engineering,Manufacturing,India,M,Shah,1603.861434
2357,1312.065,Hemendra Kothari,Financial Services,Finance & Investments,India,M,Kothari,1312.064887
2115,1522.47,George Jacob Muthoot,financial services,Finance & Investments,India,M,Muthoot,1522.469656
2115,1522.47,George Thomas Muthoot,financial services,Finance & Investments,India,M,Muthoot,1522.469656
2115,1522.47,George Alexander Muthoot,financial services,Finance & Investments,India,M,Muthoot,1522.469656
1442,2345.6,Vijay Shekhar Sharma,financial technology,Service,India,M,Sharma,2345.6
2533,1167.898,Sachin Bansal,flipkart,Fashion & Retail,India,M,Bansal,1167.898307
2594,1121.3,Binny Bansal,flipkart,Technology,India,M,Bansal,1121.3
2335,1337.902,Ramesh Kumar Dua,footwear,Fashion & Retail,India,M,Dua,1337.90246
2335,1337.902,Mukand Lal Dua,footwear,Fashion & Retail,India,M,Dua,1337.90246
2678,1042.352,Rafique Malik,footwear,Fashion & Retail,India,M,Malik,1042.351785
2235,1428.334,Krishna Kumar Bangur,graphite electrodes,Manufacturing,India,M,Bangur,1428.333696
1888,1761.021,Prathap Reddy,healthcare,Healthcare,India,M,Reddy,1761.020996
2710,1019.549,Analjit Singh,healthcare,Healthcare,India,M,Singh,1019.549004
2073,1566.607,P.P. Reddy,infrastructure,Construction & Engineering,India,M,Reddy,1566.606862
2141,1505.174,P.V.Krishna Reddy,infrastructure,Construction & Engineering,India,M,Reddy,1505.173714
14,74878.888,Gautam Adani & family,"infrastructure, commodities",Diversified,India,M,Adani,74878.88817
1242,2715.82,Sanjeev Bikhchandani,Internet,Technology,India,M,Bikhchandani,2715.819823
655,4697.336,Rakesh Jhunjhunwala,investments,Finance & Investments,India,M,Jhunjhunwala,4697.335888
2088,1551.019,G. Rajendran,jewellery,Fashion & Retail,India,M,Rajendran,1551.019347
2703,1021.441,T.S. Kalyanaraman,jewelry,Fashion & Retail,India,M,Kalyanaraman,1021.440703
2462,1219.809,Rahul Gautam,mattresses,Fashion & Retail,India,M,Gautam,1219.809291
1226,2740.87,Kalanithi Maran,media,Media & Entertainment,India,M,Maran,2740.86963
1619,2081.851,Arvind Lal,medical diagnostics,Healthcare,India,M,Lal,2081.85061
686,4536.021,Anil Agarwal & family,"mining, metals",Metals & Mining,India,M,Agarwal,4536.021329
569,5326.69,Vikram Lal & family,motorcycles,Automotive,India,M,Lal,5326.690095
811,3903.835,Pawan Munjal & family,motorcycles,Automotive,India,M,Munjal,3903.834908
1646,2040.42,Arvind Tiku,"oil & gas, investments",Energy,India,M,Tiku,2040.42
466,6231.275,Mahendra Choksi & family,paints,Manufacturing,India,M,Choksi,6231.275138
365,7714.215,Ashwin Dani & family,paints,Manufacturing,India,M,Dani,7714.215157
272,9256.69,Kuldip Singh & Gurbachan Singh Dhingra,paints,Manufacturing,India,M,Dhingra,9256.690067
527,5634.112,Abhay Vakil & family,paints,Manufacturing,India,M,Vakil,5634.111614
1365,2485.042,Aloke Lohia,petrochemicals,Manufacturing,India,M,Lohia,2485.041841
1279,2641.639,Rajendra Agarwal,pharmaceuticals,Healthcare,India,M,Agarwal,2641.639057
1791,1870.139,Chirayu Amin,pharmaceuticals,Healthcare,India,M,Amin,1870.138875
1279,2641.639,Girdhari Lal Bawri,pharmaceuticals,Healthcare,India,M,Bawri,2641.639057
1279,2641.639,Banwari Lal Bawri,pharmaceuticals,Healthcare,India,M,Bawri,2641.639057
489,5985.977,Hasmukh Chudgar & family,pharmaceuticals,Healthcare,India,M,Chudgar,5985.977477
312,8406.083,Murali Divi & family,pharmaceuticals,Healthcare,India,M,Divi,8406.082826
